"ID","Profile","Brand","Price","Type","Gear","Options"
"ID_10846","Profile11","BMW",25000,"berline","manual","some"
"ID_10846","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10846","Profile18","BMW",15000,"SUV","manual","all"
"ID_10846","Profile9","BMW",20000,"SUV","auto","some"
"ID_10846","Profile12","Audi",30000,"SUV","manual","some"
"ID_10846","Profile7","Mercedes",20000,"city car","auto","some"
"ID_10846","Profile12","Audi",30000,"SUV","manual","some"
"ID_10846","Profile18","BMW",15000,"SUV","manual","all"
"ID_10846","Profile1","BMW",30000,"city car","auto","none"
"ID_10846","Profile4","Audi",20000,"city car","manual","none"
"ID_10846","Profile6","Mercedes",15000,"SUV","manual","none"
"ID_10846","Profile15","Audi",20000,"SUV","auto","all"
"ID_10846","Profile2","Audi",15000,"berline","auto","none"
"ID_10846","Profile6","Mercedes",15000,"SUV","manual","none"
"ID_10846","Profile16","Audi",25000,"city car","manual","all"
"ID_10846","Profile12","Audi",30000,"SUV","manual","some"
"ID_10846","Profile7","Mercedes",20000,"city car","auto","some"
"ID_10846","Profile3","Mercedes",25000,"SUV","auto","none"
"ID_10847","Profile8","Audi",15000,"berline","auto","some"
"ID_10847","Profile11","BMW",25000,"berline","manual","some"
"ID_10847","Profile6","Mercedes",15000,"SUV","manual","none"
"ID_10847","Profile12","Audi",30000,"SUV","manual","some"
"ID_10847","Profile1","BMW",30000,"city car","auto","none"
"ID_10847","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10847","Profile15","Audi",20000,"SUV","auto","all"
"ID_10847","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10847","Profile4","Audi",20000,"city car","manual","none"
"ID_10847","Profile12","Audi",30000,"SUV","manual","some"
"ID_10847","Profile18","BMW",15000,"SUV","manual","all"
"ID_10847","Profile3","Mercedes",25000,"SUV","auto","none"
"ID_10847","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10847","Profile9","BMW",20000,"SUV","auto","some"
"ID_10847","Profile4","Audi",20000,"city car","manual","none"
"ID_10847","Profile5","BMW",20000,"berline","manual","none"
"ID_10847","Profile11","BMW",25000,"berline","manual","some"
"ID_10847","Profile1","BMW",30000,"city car","auto","none"
"ID_10848","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10848","Profile11","BMW",25000,"berline","manual","some"
"ID_10848","Profile15","Audi",20000,"SUV","auto","all"
"ID_10848","Profile12","Audi",30000,"SUV","manual","some"
"ID_10848","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10848","Profile9","BMW",20000,"SUV","auto","some"
"ID_10848","Profile18","BMW",15000,"SUV","manual","all"
"ID_10848","Profile17","Mercedes",30000,"berline","manual","all"
"ID_10848","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10848","Profile13","BMW",15000,"city car","auto","all"
"ID_10848","Profile7","Mercedes",20000,"city car","auto","some"
"ID_10848","Profile18","BMW",15000,"SUV","manual","all"
"ID_10848","Profile7","Mercedes",20000,"city car","auto","some"
"ID_10848","Profile4","Audi",20000,"city car","manual","none"
"ID_10848","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10848","Profile5","BMW",20000,"berline","manual","none"
"ID_10848","Profile13","BMW",15000,"city car","auto","all"
"ID_10848","Profile16","Audi",25000,"city car","manual","all"
"ID_10849","Profile5","BMW",20000,"berline","manual","none"
"ID_10849","Profile1","BMW",30000,"city car","auto","none"
"ID_10849","Profile4","Audi",20000,"city car","manual","none"
"ID_10849","Profile11","BMW",25000,"berline","manual","some"
"ID_10849","Profile8","Audi",15000,"berline","auto","some"
"ID_10849","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10849","Profile7","Mercedes",20000,"city car","auto","some"
"ID_10849","Profile8","Audi",15000,"berline","auto","some"
"ID_10849","Profile4","Audi",20000,"city car","manual","none"
"ID_10849","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10849","Profile11","BMW",25000,"berline","manual","some"
"ID_10849","Profile17","Mercedes",30000,"berline","manual","all"
"ID_10849","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10849","Profile1","BMW",30000,"city car","auto","none"
"ID_10849","Profile16","Audi",25000,"city car","manual","all"
"ID_10849","Profile5","BMW",20000,"berline","manual","none"
"ID_10849","Profile2","Audi",15000,"berline","auto","none"
"ID_10849","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10850","Profile18","BMW",15000,"SUV","manual","all"
"ID_10850","Profile7","Mercedes",20000,"city car","auto","some"
"ID_10850","Profile1","BMW",30000,"city car","auto","none"
"ID_10850","Profile12","Audi",30000,"SUV","manual","some"
"ID_10850","Profile7","Mercedes",20000,"city car","auto","some"
"ID_10850","Profile17","Mercedes",30000,"berline","manual","all"
"ID_10850","Profile3","Mercedes",25000,"SUV","auto","none"
"ID_10850","Profile18","BMW",15000,"SUV","manual","all"
"ID_10850","Profile11","BMW",25000,"berline","manual","some"
"ID_10850","Profile7","Mercedes",20000,"city car","auto","some"
"ID_10850","Profile8","Audi",15000,"berline","auto","some"
"ID_10850","Profile2","Audi",15000,"berline","auto","none"
"ID_10850","Profile13","BMW",15000,"city car","auto","all"
"ID_10850","Profile16","Audi",25000,"city car","manual","all"
"ID_10850","Profile15","Audi",20000,"SUV","auto","all"
"ID_10850","Profile7","Mercedes",20000,"city car","auto","some"
"ID_10850","Profile17","Mercedes",30000,"berline","manual","all"
"ID_10850","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10851","Profile15","Audi",20000,"SUV","auto","all"
"ID_10851","Profile7","Mercedes",20000,"city car","auto","some"
"ID_10851","Profile2","Audi",15000,"berline","auto","none"
"ID_10851","Profile17","Mercedes",30000,"berline","manual","all"
"ID_10851","Profile16","Audi",25000,"city car","manual","all"
"ID_10851","Profile11","BMW",25000,"berline","manual","some"
"ID_10851","Profile12","Audi",30000,"SUV","manual","some"
"ID_10851","Profile5","BMW",20000,"berline","manual","none"
"ID_10851","Profile11","BMW",25000,"berline","manual","some"
"ID_10851","Profile6","Mercedes",15000,"SUV","manual","none"
"ID_10851","Profile11","BMW",25000,"berline","manual","some"
"ID_10851","Profile4","Audi",20000,"city car","manual","none"
"ID_10851","Profile18","BMW",15000,"SUV","manual","all"
"ID_10851","Profile7","Mercedes",20000,"city car","auto","some"
"ID_10851","Profile15","Audi",20000,"SUV","auto","all"
"ID_10851","Profile11","BMW",25000,"berline","manual","some"
"ID_10851","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10851","Profile6","Mercedes",15000,"SUV","manual","none"
"ID_10852","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10852","Profile8","Audi",15000,"berline","auto","some"
"ID_10852","Profile15","Audi",20000,"SUV","auto","all"
"ID_10852","Profile1","BMW",30000,"city car","auto","none"
"ID_10852","Profile11","BMW",25000,"berline","manual","some"
"ID_10852","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10852","Profile1","BMW",30000,"city car","auto","none"
"ID_10852","Profile16","Audi",25000,"city car","manual","all"
"ID_10852","Profile13","BMW",15000,"city car","auto","all"
"ID_10852","Profile2","Audi",15000,"berline","auto","none"
"ID_10852","Profile4","Audi",20000,"city car","manual","none"
"ID_10852","Profile11","BMW",25000,"berline","manual","some"
"ID_10852","Profile17","Mercedes",30000,"berline","manual","all"
"ID_10852","Profile16","Audi",25000,"city car","manual","all"
"ID_10852","Profile3","Mercedes",25000,"SUV","auto","none"
"ID_10852","Profile2","Audi",15000,"berline","auto","none"
"ID_10852","Profile17","Mercedes",30000,"berline","manual","all"
"ID_10852","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10853","Profile15","Audi",20000,"SUV","auto","all"
"ID_10853","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10853","Profile18","BMW",15000,"SUV","manual","all"
"ID_10853","Profile1","BMW",30000,"city car","auto","none"
"ID_10853","Profile7","Mercedes",20000,"city car","auto","some"
"ID_10853","Profile4","Audi",20000,"city car","manual","none"
"ID_10853","Profile7","Mercedes",20000,"city car","auto","some"
"ID_10853","Profile5","BMW",20000,"berline","manual","none"
"ID_10853","Profile16","Audi",25000,"city car","manual","all"
"ID_10853","Profile2","Audi",15000,"berline","auto","none"
"ID_10853","Profile5","BMW",20000,"berline","manual","none"
"ID_10853","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10853","Profile3","Mercedes",25000,"SUV","auto","none"
"ID_10853","Profile13","BMW",15000,"city car","auto","all"
"ID_10853","Profile18","BMW",15000,"SUV","manual","all"
"ID_10853","Profile5","BMW",20000,"berline","manual","none"
"ID_10853","Profile4","Audi",20000,"city car","manual","none"
"ID_10853","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10854","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10854","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10854","Profile17","Mercedes",30000,"berline","manual","all"
"ID_10854","Profile18","BMW",15000,"SUV","manual","all"
"ID_10854","Profile6","Mercedes",15000,"SUV","manual","none"
"ID_10854","Profile15","Audi",20000,"SUV","auto","all"
"ID_10854","Profile12","Audi",30000,"SUV","manual","some"
"ID_10854","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10854","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10854","Profile18","BMW",15000,"SUV","manual","all"
"ID_10854","Profile1","BMW",30000,"city car","auto","none"
"ID_10854","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10854","Profile15","Audi",20000,"SUV","auto","all"
"ID_10854","Profile5","BMW",20000,"berline","manual","none"
"ID_10854","Profile13","BMW",15000,"city car","auto","all"
"ID_10854","Profile13","BMW",15000,"city car","auto","all"
"ID_10854","Profile6","Mercedes",15000,"SUV","manual","none"
"ID_10854","Profile9","BMW",20000,"SUV","auto","some"
"ID_10855","Profile5","BMW",20000,"berline","manual","none"
"ID_10855","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10855","Profile4","Audi",20000,"city car","manual","none"
"ID_10855","Profile9","BMW",20000,"SUV","auto","some"
"ID_10855","Profile8","Audi",15000,"berline","auto","some"
"ID_10855","Profile16","Audi",25000,"city car","manual","all"
"ID_10855","Profile9","BMW",20000,"SUV","auto","some"
"ID_10855","Profile11","BMW",25000,"berline","manual","some"
"ID_10855","Profile13","BMW",15000,"city car","auto","all"
"ID_10855","Profile2","Audi",15000,"berline","auto","none"
"ID_10855","Profile9","BMW",20000,"SUV","auto","some"
"ID_10855","Profile3","Mercedes",25000,"SUV","auto","none"
"ID_10855","Profile8","Audi",15000,"berline","auto","some"
"ID_10855","Profile13","BMW",15000,"city car","auto","all"
"ID_10855","Profile4","Audi",20000,"city car","manual","none"
"ID_10855","Profile16","Audi",25000,"city car","manual","all"
"ID_10855","Profile17","Mercedes",30000,"berline","manual","all"
"ID_10855","Profile4","Audi",20000,"city car","manual","none"
"ID_10856","Profile11","BMW",25000,"berline","manual","some"
"ID_10856","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10856","Profile17","Mercedes",30000,"berline","manual","all"
"ID_10856","Profile15","Audi",20000,"SUV","auto","all"
"ID_10856","Profile1","BMW",30000,"city car","auto","none"
"ID_10856","Profile8","Audi",15000,"berline","auto","some"
"ID_10856","Profile3","Mercedes",25000,"SUV","auto","none"
"ID_10856","Profile18","BMW",15000,"SUV","manual","all"
"ID_10856","Profile1","BMW",30000,"city car","auto","none"
"ID_10856","Profile5","BMW",20000,"berline","manual","none"
"ID_10856","Profile15","Audi",20000,"SUV","auto","all"
"ID_10856","Profile4","Audi",20000,"city car","manual","none"
"ID_10856","Profile8","Audi",15000,"berline","auto","some"
"ID_10856","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10856","Profile7","Mercedes",20000,"city car","auto","some"
"ID_10856","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10856","Profile18","BMW",15000,"SUV","manual","all"
"ID_10856","Profile17","Mercedes",30000,"berline","manual","all"
"ID_10857","Profile15","Audi",20000,"SUV","auto","all"
"ID_10857","Profile8","Audi",15000,"berline","auto","some"
"ID_10857","Profile13","BMW",15000,"city car","auto","all"
"ID_10857","Profile16","Audi",25000,"city car","manual","all"
"ID_10857","Profile15","Audi",20000,"SUV","auto","all"
"ID_10857","Profile9","BMW",20000,"SUV","auto","some"
"ID_10857","Profile13","BMW",15000,"city car","auto","all"
"ID_10857","Profile18","BMW",15000,"SUV","manual","all"
"ID_10857","Profile16","Audi",25000,"city car","manual","all"
"ID_10857","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10857","Profile6","Mercedes",15000,"SUV","manual","none"
"ID_10857","Profile17","Mercedes",30000,"berline","manual","all"
"ID_10857","Profile18","BMW",15000,"SUV","manual","all"
"ID_10857","Profile7","Mercedes",20000,"city car","auto","some"
"ID_10857","Profile15","Audi",20000,"SUV","auto","all"
"ID_10857","Profile2","Audi",15000,"berline","auto","none"
"ID_10857","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10857","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10858","Profile8","Audi",15000,"berline","auto","some"
"ID_10858","Profile16","Audi",25000,"city car","manual","all"
"ID_10858","Profile9","BMW",20000,"SUV","auto","some"
"ID_10858","Profile3","Mercedes",25000,"SUV","auto","none"
"ID_10858","Profile11","BMW",25000,"berline","manual","some"
"ID_10858","Profile7","Mercedes",20000,"city car","auto","some"
"ID_10858","Profile8","Audi",15000,"berline","auto","some"
"ID_10858","Profile1","BMW",30000,"city car","auto","none"
"ID_10858","Profile15","Audi",20000,"SUV","auto","all"
"ID_10858","Profile5","BMW",20000,"berline","manual","none"
"ID_10858","Profile1","BMW",30000,"city car","auto","none"
"ID_10858","Profile18","BMW",15000,"SUV","manual","all"
"ID_10858","Profile12","Audi",30000,"SUV","manual","some"
"ID_10858","Profile13","BMW",15000,"city car","auto","all"
"ID_10858","Profile17","Mercedes",30000,"berline","manual","all"
"ID_10858","Profile12","Audi",30000,"SUV","manual","some"
"ID_10858","Profile18","BMW",15000,"SUV","manual","all"
"ID_10858","Profile11","BMW",25000,"berline","manual","some"
"ID_10859","Profile18","BMW",15000,"SUV","manual","all"
"ID_10859","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10859","Profile6","Mercedes",15000,"SUV","manual","none"
"ID_10859","Profile1","BMW",30000,"city car","auto","none"
"ID_10859","Profile2","Audi",15000,"berline","auto","none"
"ID_10859","Profile9","BMW",20000,"SUV","auto","some"
"ID_10859","Profile2","Audi",15000,"berline","auto","none"
"ID_10859","Profile1","BMW",30000,"city car","auto","none"
"ID_10859","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10859","Profile2","Audi",15000,"berline","auto","none"
"ID_10859","Profile11","BMW",25000,"berline","manual","some"
"ID_10859","Profile3","Mercedes",25000,"SUV","auto","none"
"ID_10859","Profile5","BMW",20000,"berline","manual","none"
"ID_10859","Profile8","Audi",15000,"berline","auto","some"
"ID_10859","Profile7","Mercedes",20000,"city car","auto","some"
"ID_10859","Profile5","BMW",20000,"berline","manual","none"
"ID_10859","Profile16","Audi",25000,"city car","manual","all"
"ID_10859","Profile9","BMW",20000,"SUV","auto","some"
"ID_10860","Profile6","Mercedes",15000,"SUV","manual","none"
"ID_10860","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10860","Profile13","BMW",15000,"city car","auto","all"
"ID_10860","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10860","Profile1","BMW",30000,"city car","auto","none"
"ID_10860","Profile17","Mercedes",30000,"berline","manual","all"
"ID_10860","Profile17","Mercedes",30000,"berline","manual","all"
"ID_10860","Profile2","Audi",15000,"berline","auto","none"
"ID_10860","Profile5","BMW",20000,"berline","manual","none"
"ID_10860","Profile12","Audi",30000,"SUV","manual","some"
"ID_10860","Profile5","BMW",20000,"berline","manual","none"
"ID_10860","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10860","Profile8","Audi",15000,"berline","auto","some"
"ID_10860","Profile16","Audi",25000,"city car","manual","all"
"ID_10860","Profile11","BMW",25000,"berline","manual","some"
"ID_10860","Profile2","Audi",15000,"berline","auto","none"
"ID_10860","Profile7","Mercedes",20000,"city car","auto","some"
"ID_10860","Profile3","Mercedes",25000,"SUV","auto","none"
"ID_10861","Profile13","BMW",15000,"city car","auto","all"
"ID_10861","Profile18","BMW",15000,"SUV","manual","all"
"ID_10861","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10861","Profile9","BMW",20000,"SUV","auto","some"
"ID_10861","Profile10","Mercedes",15000,"city car","manual","some"
"ID_10861","Profile4","Audi",20000,"city car","manual","none"
"ID_10861","Profile15","Audi",20000,"SUV","auto","all"
"ID_10861","Profile17","Mercedes",30000,"berline","manual","all"
"ID_10861","Profile3","Mercedes",25000,"SUV","auto","none"
"ID_10861","Profile18","BMW",15000,"SUV","manual","all"
"ID_10861","Profile1","BMW",30000,"city car","auto","none"
"ID_10861","Profile9","BMW",20000,"SUV","auto","some"
"ID_10861","Profile15","Audi",20000,"SUV","auto","all"
"ID_10861","Profile14","Mercedes",20000,"berline","auto","all"
"ID_10861","Profile18","BMW",15000,"SUV","manual","all"
